pair,objective,T_mw,gp_range,range_floor,ratio,n_cells,read
pv|tail,total_cost_less_synthetic_usd,191.3375,2670073.7089655995,2230629.061512766,1.1970048068659211,10.0,ok
pv|tail,total_cost_less_synthetic_usd,259.796875,4280645.273126066,2372495.612231077,1.8042795320917702,14.0,ok
pv|tail,total_cost_less_synthetic_usd,310.8,3905664.6918733716,2372495.612231077,1.6462263077487902,14.0,ok
pv|tail,total_cost_less_synthetic_usd,361.80312499999997,2990354.809814334,2372495.612231077,1.2604258546983051,14.0,ok
pv|tail,total_cost_less_synthetic_usd,430.26250000000005,1672855.8841512203,2230629.061512766,0.7499480361906181,10.0,ok
nuclear|pv,load_shed_mwh,246.26250000000002,4580.100135933048,13591.43064172183,0.336984402648051,11.0,ok
nuclear|pv,load_shed_mwh,322.025,5916.833284353626,14234.973673386463,0.41565466997776523,14.0,ok
nuclear|pv,load_shed_mwh,388.76250000000005,7070.920946466373,14399.54570528487,0.4910516686558541,15.0,ok
nuclear|pv,load_shed_mwh,455.5,6535.130108166246,14234.973673386463,0.4590897221246181,14.0,ok
nuclear|pv,load_shed_mwh,531.2625,3872.051281480606,13591.43064172183,0.28488916167474737,11.0,ok
nuclear|pv,true_curtailment_mwh,246.26250000000002,,,,,SUPPRESSED (LOOCV gate fail)
nuclear|pv,true_curtailment_mwh,322.025,,,,,SUPPRESSED (LOOCV gate fail)
nuclear|pv,true_curtailment_mwh,388.76250000000005,,,,,SUPPRESSED (LOOCV gate fail)
nuclear|pv,true_curtailment_mwh,455.5,,,,,SUPPRESSED (LOOCV gate fail)
nuclear|pv,true_curtailment_mwh,531.2625,,,,,SUPPRESSED (LOOCV gate fail)
nuclear|pv,total_cost_raw_usd,246.26250000000002,24853397.52651751,2265238.4402869716,10.971647436536067,11.0,ok
nuclear|pv,total_cost_raw_usd,322.025,36945448.8074584,2372495.612231077,15.572399214140242,14.0,ok
nuclear|pv,total_cost_raw_usd,388.76250000000005,44106651.1338408,2399924.284214145,18.378351110474103,15.0,ok
nuclear|pv,total_cost_raw_usd,455.5,40792940.686762094,2372495.612231077,17.194105850590265,14.0,ok
nuclear|pv,total_cost_raw_usd,531.2625,32520825.53867805,2265238.4402869716,14.35646904109492,11.0,ok
nuclear|pv,total_cost_less_synthetic_usd,246.26250000000002,22504060.194869816,2265238.4402869716,9.934521591474887,11.0,ok
nuclear|pv,total_cost_less_synthetic_usd,322.025,33218768.359091997,2372495.612231077,14.001614244442507,14.0,ok
nuclear|pv,total_cost_less_synthetic_usd,388.76250000000005,39366358.74196768,2399924.284214145,16.403166966935455,15.0,ok
nuclear|pv,total_cost_less_synthetic_usd,455.5,36311166.65918434,2372495.612231077,15.305051133492967,14.0,ok
nuclear|pv,total_cost_less_synthetic_usd,531.2625,29127976.75714737,2265238.4402869716,12.858680233881822,11.0,ok
wind_303|wind_317,load_shed_mwh,562.45875,11008.938966274189,13591.43064172183,0.8099911816847208,11.0,ok
wind_303|wind_317,load_shed_mwh,746.556875,10940.003270903786,14234.973673386463,0.7685299264976574,14.0,ok
wind_303|wind_317,load_shed_mwh,864.2025000000001,10995.099386649406,14525.496832075825,0.7569516907930858,16.0,ok
wind_303|wind_317,load_shed_mwh,981.848125,7299.109282990948,14399.54570528487,0.5068985808567595,15.0,ok
wind_303|wind_317,load_shed_mwh,1165.94625,2061.9344780356496,13591.43064172183,0.1517084207240183,11.0,ok
wind_303|wind_317,true_curtailment_mwh,562.45875,,,,,SUPPRESSED (LOOCV gate fail)
wind_303|wind_317,true_curtailment_mwh,746.556875,,,,,SUPPRESSED (LOOCV gate fail)
wind_303|wind_317,true_curtailment_mwh,864.2025000000001,,,,,SUPPRESSED (LOOCV gate fail)
wind_303|wind_317,true_curtailment_mwh,981.848125,,,,,SUPPRESSED (LOOCV gate fail)
wind_303|wind_317,true_curtailment_mwh,1165.94625,,,,,SUPPRESSED (LOOCV gate fail)
wind_303|wind_317,total_cost_raw_usd,562.45875,7661128.847070217,2265238.4402869716,3.382040808957695,11.0,ok
wind_303|wind_317,total_cost_raw_usd,746.556875,11154482.601501822,2372495.612231077,4.70158197300615,14.0,ok
wind_303|wind_317,total_cost_raw_usd,864.2025000000001,13634366.39410758,2420916.138679304,5.631903631963729,16.0,ok
wind_303|wind_317,total_cost_raw_usd,981.848125,11270063.816828132,2399924.284214145,4.696008074487447,15.0,ok
wind_303|wind_317,total_cost_raw_usd,1165.94625,6842741.7277418375,2265238.4402869716,3.0207600251013598,11.0,ok
wind_303|wind_317,total_cost_less_synthetic_usd,562.45875,6079988.708469033,2265238.4402869716,2.684039172361383,11.0,ok
wind_303|wind_317,total_cost_less_synthetic_usd,746.556875,9973434.343457103,2372495.612231077,4.203773567394782,14.0,ok
wind_303|wind_317,total_cost_less_synthetic_usd,864.2025000000001,12779638.771786213,2420916.138679304,5.27884405725758,16.0,ok
wind_303|wind_317,total_cost_less_synthetic_usd,981.848125,11249948.299010992,2399924.284214145,4.687626344301435,15.0,ok
wind_303|wind_317,total_cost_less_synthetic_usd,1165.94625,7451576.765222669,2265238.4402869716,3.289533071970413,11.0,ok
