index,site,pem_bid,pem_fraction,pem_sales_mwh,pem_withheld_mwh,fleet_committed_mwh,committed_mwh_top5
31,317_WIND_1,40.0,0.4062,83012.084659,1294702.149501,33783718.0,2788547.0
32,303_WIND_1,40.0,0.4062,73300.597519,1263941.423081,34072262.0,2787435.0
32,317_WIND_1,40.0,0.525,82761.190253,1572045.0647469999,34072262.0,2787435.0
33,303_WIND_1,40.0,0.4062,74367.620036,1262874.400563,34288374.0,2788135.0
33,317_WIND_1,40.0,0.6438,85192.342979,1805470.803481,34288374.0,2788135.0
34,303_WIND_1,40.0,0.4062,69450.717563,1267791.303037,34511100.0,2789632.0
34,317_WIND_1,40.0,0.7625,88921.36641,1996474.656091,34511100.0,2789632.0
35,303_WIND_1,40.0,0.4062,68476.055437,1268765.965162,34646828.0,2788834.0
35,317_WIND_1,40.0,0.8812,76817.1281,2152944.61506,34646828.0,2788834.0
36,303_WIND_1,40.0,0.4062,67743.946298,1269498.074301,34664558.0,2790287.0
36,317_WIND_1,40.0,1.0,75154.393071,2226885.806929,34664558.0,2790287.0
37,303_WIND_1,40.0,0.525,91487.908084,1474680.741916,33026846.0,2782761.0
37,317_WIND_1,40.0,0.05,21968.144978,230880.33002199998,33026846.0,2782761.0
38,303_WIND_1,40.0,0.525,84094.498402,1482074.151598,33388476.0,2787285.0
38,317_WIND_1,40.0,0.1688,51654.973578,642959.031942,33388476.0,2787285.0
39,303_WIND_1,40.0,0.525,85955.304078,1480213.345922,33743404.0,2788937.0
39,317_WIND_1,40.0,0.2875,69289.55411,991089.04464,33743404.0,2788937.0
40,303_WIND_1,40.0,0.525,83613.11694,1482555.533059,34051653.0,2787330.0
40,317_WIND_1,40.0,0.4062,75985.668881,1301728.565279,34051653.0,2787330.0
41,303_WIND_1,40.0,0.525,86997.949938,1479170.700062,34295140.0,2791550.0
41,317_WIND_1,40.0,0.525,80029.301002,1574776.953998,34295140.0,2791550.0
42,303_WIND_1,40.0,0.525,85783.12852,1480385.52148,34522821.0,2790745.0
42,317_WIND_1,40.0,0.6438,84141.206708,1806521.9397520002,34522821.0,2790745.0
43,303_WIND_1,40.0,0.525,85623.695648,1480544.954352,34688891.0,2789872.0
43,317_WIND_1,40.0,0.7625,78850.761244,2006545.261256,34688891.0,2789872.0
44,303_WIND_1,40.0,0.525,83931.334105,1482237.315895,34828139.0,2788789.0
44,317_WIND_1,40.0,0.8812,65258.476756,2164503.266404,34828139.0,2788789.0
45,303_WIND_1,40.0,0.525,86477.082362,1479691.567638,34911498.0,2789577.0
45,317_WIND_1,40.0,1.0,70097.156006,2231943.043994,34911498.0,2789577.0
46,303_WIND_1,40.0,0.6438,103006.693694,1652898.202507,33205154.0,2786073.0
46,317_WIND_1,40.0,0.05,22128.349809,230720.125191,33205154.0,2786073.0
47,303_WIND_1,40.0,0.6438,90881.461471,1665023.4347289999,33677780.0,2790780.0
47,317_WIND_1,40.0,0.1688,49233.38364,645380.62188,33677780.0,2790780.0
48,303_WIND_1,40.0,0.6438,96963.108743,1658941.787457,33994987.0,2788334.0
48,317_WIND_1,40.0,0.2875,64059.752319,996318.846431,33994987.0,2788334.0
49,303_WIND_1,40.0,0.6438,94521.687854,1661383.208348,34296007.0,2792412.0
49,317_WIND_1,40.0,0.4062,74529.923881,1303184.310279,34296007.0,2792412.0
50,303_WIND_1,40.0,0.6438,88757.415431,1667147.480769,34506539.0,2787234.0
50,317_WIND_1,40.0,0.525,79097.403172,1575708.851828,34506539.0,2787234.0
51,303_WIND_1,40.0,0.6438,98507.982631,1657396.9135689999,34707350.0,2794847.0
51,317_WIND_1,40.0,0.6438,77739.427716,1812923.7187440002,34707350.0,2794847.0
52,303_WIND_1,40.0,0.6438,95560.637085,1660344.259115,34932546.0,2788274.0
52,317_WIND_1,40.0,0.7625,66456.632539,2018939.389962,34932546.0,2788274.0
53,303_WIND_1,40.0,0.6438,98660.428896,1657244.467304,35071898.0,2790662.0
53,317_WIND_1,40.0,0.8812,58700.875854,2171060.867306,35071898.0,2790662.0
54,303_WIND_1,40.0,0.6438,92453.131935,1663451.764265,35120343.0,2787582.0
54,317_WIND_1,40.0,1.0,55026.746896,2247013.453104,35120343.0,2787582.0
55,303_WIND_1,40.0,0.7625,106069.730313,1804777.532187,33288353.0,2784591.0
55,317_WIND_1,40.0,0.05,20944.284459,231904.190541,33288353.0,2784591.0
56,303_WIND_1,40.0,0.7625,97407.054884,1813440.207616,33755379.0,2787907.0
56,317_WIND_1,40.0,0.1688,47958.675242,646655.330278,33755379.0,2787907.0
57,303_WIND_1,40.0,0.7625,97957.58479,1812889.67771,34084270.0,2786215.0
57,317_WIND_1,40.0,0.2875,64840.266849,995538.331901,34084270.0,2786215.0
58,303_WIND_1,40.0,0.7625,97226.760003,1813620.502497,34416554.0,2791615.0
58,317_WIND_1,40.0,0.4062,78046.768152,1299667.466008,34416554.0,2791615.0
59,303_WIND_1,40.0,0.7625,100680.388975,1810166.873525,34631961.0,2791277.0
59,317_WIND_1,40.0,0.525,75931.03750199999,1578875.217498,34631961.0,2791277.0
60,303_WIND_1,40.0,0.7625,96322.44916,1814524.8133399999,34922615.0,2793603.0
60,317_WIND_1,40.0,0.6438,70969.761312,1819693.3851480002,34922615.0,2793603.0
61,303_WIND_1,40.0,0.7625,103424.524576,1807422.737924,34994409.0,2790582.0
61,317_WIND_1,40.0,0.7625,68304.128922,2017091.8935780001,34994409.0,2790582.0
62,303_WIND_1,40.0,0.7625,106744.301312,1804102.961188,35237395.0,2793812.0
62,317_WIND_1,40.0,0.8812,61630.898406,2168130.844754,35237395.0,2793812.0
63,303_WIND_1,40.0,0.7625,106501.392877,1804345.869623,35276462.0,2793009.0
63,317_WIND_1,40.0,1.0,54210.009401,2247830.190599,35276462.0,2793009.0
64,303_WIND_1,40.0,0.8812,110575.90272,1917308.25368,33400137.0,2785183.0
64,317_WIND_1,40.0,0.05,20792.018884,232056.456116,33400137.0,2785183.0
65,303_WIND_1,40.0,0.8812,103470.664849,1924413.491553,33883137.0,2789190.0
65,317_WIND_1,40.0,0.1688,48802.277164,645811.728356,33883137.0,2789190.0
66,303_WIND_1,40.0,0.8812,104972.578722,1922911.577679,34176230.0,2789750.0
66,317_WIND_1,40.0,0.2875,65303.302156,995075.2965940001,34176230.0,2789750.0
67,303_WIND_1,40.0,0.8812,103566.344995,1924317.811406,34463961.0,2789547.0
67,317_WIND_1,40.0,0.4062,76702.662582,1301011.571578,34463961.0,2789547.0
68,303_WIND_1,40.0,0.8812,104784.290684,1923099.865716,34710610.0,2789982.0
68,317_WIND_1,40.0,0.525,75347.205603,1579459.0493969999,34710610.0,2789982.0
69,303_WIND_1,40.0,0.8812,100601.859817,1927282.296583,35015020.0,2792590.0
69,317_WIND_1,40.0,0.6438,68408.776155,1822254.370305,35015020.0,2792590.0
70,303_WIND_1,40.0,0.8812,100682.987639,1927201.168761,35114965.0,2791830.0
70,317_WIND_1,40.0,0.7625,64211.733374,2021184.2891260001,35114965.0,2791830.0
71,303_WIND_1,40.0,0.8812,106166.050513,1921718.105887,35290927.0,2788149.0
71,317_WIND_1,40.0,0.8812,56924.686859,2172837.056301,35290927.0,2788149.0
72,303_WIND_1,40.0,0.8812,105845.626612,1922038.529788,35344851.0,2792109.0
72,317_WIND_1,40.0,1.0,54374.320237,2247665.879763,35344851.0,2792109.0
73,303_WIND_1,40.0,1.0,109337.546414,1980419.853586,33436505.0,2785453.0
73,317_WIND_1,40.0,0.05,21277.986076,231570.488924,33436505.0,2785453.0
74,303_WIND_1,40.0,1.0,102154.596862,1987602.803139,33939504.0,2789555.0
74,317_WIND_1,40.0,0.1688,49977.673647,644636.331873,33939504.0,2789555.0
75,303_WIND_1,40.0,1.0,111572.287866,1978185.112135,34198792.0,2790971.0
75,317_WIND_1,40.0,0.2875,65393.943773,994984.654977,34198792.0,2790971.0
76,303_WIND_1,40.0,1.0,104327.440837,1985429.959164,34531102.0,2790684.0
76,317_WIND_1,40.0,0.4062,75212.017522,1302502.216638,34531102.0,2790684.0
77,303_WIND_1,40.0,1.0,105502.377187,1984255.022813,34713013.0,2790083.0
77,317_WIND_1,40.0,0.525,77770.04822499999,1577036.2067749999,34713013.0,2790083.0
78,303_WIND_1,40.0,1.0,103182.431152,1986574.968848,35010774.0,2793072.0
78,317_WIND_1,40.0,0.6438,75074.805092,1815588.341368,35010774.0,2793072.0
79,303_WIND_1,40.0,1.0,104566.444248,1985190.955752,35163066.0,2791774.0
79,317_WIND_1,40.0,0.7625,71982.803016,2013413.219484,35163066.0,2791774.0
80,303_WIND_1,40.0,1.0,94840.910518,1994916.489483,35399499.0,2792300.0
80,317_WIND_1,40.0,0.8812,57986.226354,2171775.516806,35399499.0,2792300.0
81,303_WIND_1,40.0,1.0,103657.755955,1986099.644045,35409516.0,2792344.0
81,317_WIND_1,40.0,1.0,58885.551291,2243154.648709,35409516.0,2792344.0
