index,site,pem_bid,pem_fraction,pem_sales_mwh,pem_withheld_mwh,fleet_committed_mwh,committed_mwh_top5
47,303_WIND_1,20.0,0.6438,652534.779946,1103370.116254,32403172.0,2771073.0
47,317_WIND_1,20.0,0.1688,349063.541069,345550.464451,32403172.0,2771073.0
48,303_WIND_1,20.0,0.6438,666863.528041,1089041.368161,32520016.0,2771917.0
48,317_WIND_1,20.0,0.2875,520468.46538300003,539910.133367,32520016.0,2771917.0
49,303_WIND_1,20.0,0.6438,680112.77641,1075792.119789,32602380.0,2770400.0
49,317_WIND_1,20.0,0.4062,677655.160483,700059.073677,32602380.0,2770400.0
50,303_WIND_1,20.0,0.6438,700372.390658,1055532.505542,32666295.0,2769850.0
50,317_WIND_1,20.0,0.525,817606.2827099999,837199.97229,32666295.0,2769850.0
51,303_WIND_1,20.0,0.6438,714977.631989,1040927.264211,32633658.0,2769127.0
51,317_WIND_1,20.0,0.6438,952353.658328,938309.4881320001,32633658.0,2769127.0
52,303_WIND_1,20.0,0.6438,802945.729707,952959.166493,32726277.0,2771269.0
52,317_WIND_1,20.0,0.7625,983662.797299,1101733.225201,32726277.0,2771269.0
53,303_WIND_1,20.0,0.6438,824977.033547,930927.8626529999,32689953.0,2769344.0
53,317_WIND_1,20.0,0.8812,1050057.137798,1179704.605362,32689953.0,2769344.0
54,303_WIND_1,20.0,0.6438,831204.998236,924699.897964,32712757.0,2770042.0
54,317_WIND_1,20.0,1.0,1083752.938249,1218287.261751,32712757.0,2770042.0
55,303_WIND_1,20.0,0.7625,684586.023488,1226261.239012,32377442.0,2769572.0
55,317_WIND_1,20.0,0.05,133380.540643,119467.93435699999,32377442.0,2769572.0
56,303_WIND_1,20.0,0.7625,714104.228507,1196743.033993,32469531.0,2769442.0
56,317_WIND_1,20.0,0.1688,349292.114895,345321.890625,32469531.0,2769442.0
57,303_WIND_1,20.0,0.7625,734863.400844,1175983.861656,32528529.0,2768657.0
57,317_WIND_1,20.0,0.2875,529874.228754,530504.369995,32528529.0,2768657.0
58,303_WIND_1,20.0,0.7625,751451.6798,1159395.5827,32660756.0,2769100.0
58,317_WIND_1,20.0,0.4062,695270.999587,682443.234573,32660756.0,2769100.0
59,303_WIND_1,20.0,0.7625,772931.531583,1137915.730917,32619542.0,2770005.0
59,317_WIND_1,20.0,0.525,850393.465677,804412.789323,32619542.0,2770005.0
60,303_WIND_1,20.0,0.7625,782880.167209,1127967.09529,32734170.0,2771490.0
60,317_WIND_1,20.0,0.6438,963500.517467,927162.628993,32734170.0,2771490.0
61,303_WIND_1,20.0,0.7625,810600.45106,1100246.81144,32722683.0,2770653.0
61,317_WIND_1,20.0,0.7625,1082252.856447,1003143.166053,32722683.0,2770653.0
62,303_WIND_1,20.0,0.7625,912212.605166,998634.657334,32785808.0,2770522.0
62,317_WIND_1,20.0,0.8812,1069724.896696,1160036.846464,32785808.0,2770522.0
63,303_WIND_1,20.0,0.7625,931296.961767,979550.300733,32735288.0,2771892.0
63,317_WIND_1,20.0,1.0,1096854.233138,1205185.966862,32735288.0,2771892.0
64,303_WIND_1,20.0,0.8812,739709.526769,1288174.629631,32423058.0,2771990.0
64,317_WIND_1,20.0,0.05,135629.400172,117219.074828,32423058.0,2771990.0
65,303_WIND_1,20.0,0.8812,762332.18267,1265551.97373,32522075.0,2773949.0
65,317_WIND_1,20.0,0.1688,356313.061652,338300.943868,32522075.0,2773949.0
66,303_WIND_1,20.0,0.8812,786754.470816,1241129.685584,32586220.0,2770406.0
66,317_WIND_1,20.0,0.2875,541134.150786,519244.447964,32586220.0,2770406.0
67,303_WIND_1,20.0,0.8812,811253.860886,1216630.2955139999,32616310.0,2770443.0
67,317_WIND_1,20.0,0.4062,703943.759731,673770.474429,32616310.0,2770443.0
68,303_WIND_1,20.0,0.8812,825898.241661,1201985.914739,32645130.0,2767297.0
68,317_WIND_1,20.0,0.525,867226.721864,787579.5331359999,32645130.0,2767297.0
69,303_WIND_1,20.0,0.8812,841657.903379,1186226.253019,32697160.0,2774467.0
69,317_WIND_1,20.0,0.6438,997475.346117,893187.8003430001,32697160.0,2774467.0
70,303_WIND_1,20.0,0.8812,866431.959577,1161452.196822,32797284.0,2769709.0
70,317_WIND_1,20.0,0.7625,1088926.684386,996469.338114,32797284.0,2769709.0
71,303_WIND_1,20.0,0.8812,895932.011364,1131952.145036,32726801.0,2772523.0
71,317_WIND_1,20.0,0.8812,1172929.96731,1056831.77585,32726801.0,2772523.0
72,303_WIND_1,20.0,0.8812,986866.92993,1041017.226469,32753013.0,2771702.0
72,317_WIND_1,20.0,1.0,1133974.988319,1168065.211681,32753013.0,2771702.0
73,303_WIND_1,20.0,1.0,762009.902435,1327747.497565,32401235.0,2770307.0
73,317_WIND_1,20.0,0.05,136599.25016199998,116249.224838,32401235.0,2770307.0
74,303_WIND_1,20.0,1.0,781472.933823,1308284.466177,32545859.0,2773635.0
74,317_WIND_1,20.0,0.1688,358646.906882,335967.098638,32545859.0,2773635.0
75,303_WIND_1,20.0,1.0,819426.502235,1270330.897765,32567408.0,2770663.0
75,317_WIND_1,20.0,0.2875,547312.4470330001,513066.151717,32567408.0,2770663.0
76,303_WIND_1,20.0,1.0,828084.655322,1261672.744677,32644580.0,2772925.0
76,317_WIND_1,20.0,0.4062,724798.248591,652915.985569,32644580.0,2772925.0
77,303_WIND_1,20.0,1.0,854582.327148,1235175.072852,32654616.0,2768963.0
77,317_WIND_1,20.0,0.525,876861.437862,777944.8171379999,32654616.0,2768963.0
78,303_WIND_1,20.0,1.0,865092.468263,1224664.931737,32763105.0,2774312.0
78,317_WIND_1,20.0,0.6438,1023704.237408,866958.909052,32763105.0,2774312.0
79,303_WIND_1,20.0,1.0,887170.697511,1202586.702489,32788779.0,2771019.0
79,317_WIND_1,20.0,0.7625,1128539.06976,956856.95274,32788779.0,2771019.0
80,303_WIND_1,20.0,1.0,911314.411224,1178442.988775,32731390.0,2771317.0
80,317_WIND_1,20.0,0.8812,1201266.361992,1028495.381168,32731390.0,2771317.0
81,303_WIND_1,20.0,1.0,937599.653885,1152157.746115,32705199.0,2771080.0
81,317_WIND_1,20.0,1.0,1237751.717747,1064288.482253,32705199.0,2771080.0
