Date,Hour,Minute,Line,Flow,Violation
2020-01-01,0,0,C1,43.890373,0.0
2020-01-01,0,0,C2,-115.262112,0.0
2020-01-01,0,0,C3,23.062208,0.0
2020-01-01,0,0,C4,-16.460753,0.0
2020-01-01,0,0,C5,16.96201,0.0
2020-01-01,0,0,C6,148.65408,0.0
2020-01-01,0,0,C7,37.092922,0.0
2020-01-01,0,0,C8,-49.561728,0.0
2020-01-01,0,0,C9,-8.696836,0.0
2020-01-01,0,0,C10,-43.872214,0.0
2020-01-01,0,0,C11,-55.913809,0.0
2020-01-01,0,0,C12-1,-89.915393,0.0
2020-01-01,0,0,C13-2,-42.488507,0.0
2020-01-01,0,0,C14,5.755014,0.0
2020-01-01,0,0,C15,-4.490389,0.0
2020-01-01,0,0,C16,-85.943144,0.0
2020-01-01,0,0,C17,-96.339957,0.0
2020-01-01,0,0,C18,-11.762455,0.0
2020-01-01,0,0,C19,-68.425674,0.0
2020-01-01,0,0,C20,6.704884,0.0
2020-01-01,0,0,C21,-107.53523,0.0
2020-01-01,0,0,C22,-123.594847,0.0
2020-01-01,0,0,C23,-155.203907,0.0
2020-01-01,0,0,C24,62.675057,0.0
2020-01-01,0,0,C25-1,-83.689777,0.0
2020-01-01,0,0,C25-2,-83.689777,0.0
2020-01-01,0,0,C26,-37.092922,0.0
2020-01-01,0,0,C27,-246.616036,0.0
2020-01-01,0,0,C28,71.356139,0.0
2020-01-01,0,0,C29,135.29784,0.0
2020-01-01,0,0,C30,-18.741376,0.0
2020-01-01,0,0,C31-1,-24.939534,0.0
2020-01-01,0,0,C31-2,-24.939534,0.0
2020-01-01,0,0,C32-1,-4.803529,0.0
2020-01-01,0,0,C32-2,-4.803529,0.0
2020-01-01,0,0,C33-1,-33.431399,0.0
2020-01-01,0,0,C33-2,-33.431399,0.0
2020-01-01,0,0,C34,-47.258624,0.0
2020-01-01,0,0,CA-1,-297.992875,0.0
2020-01-01,0,0,CB-1,36.222521,0.0
2020-01-01,0,0,C35,-297.992875,0.0
2020-01-01,0,0,DC1,-100.0,0.0
2020-01-01,1,0,A1,5.697614,0.0
2020-01-01,1,0,A2,0.903255,0.0
2020-01-01,1,0,A3,39.176807,0.0
2020-01-01,1,0,A4,25.922251,0.0
2020-01-01,1,0,A5,29.038647,0.0
2020-01-01,1,0,A6,28.895483,0.0
2020-01-01,1,0,A7,-85.029433,0.0
2020-01-01,1,0,A8,2.473622,0.0
2020-01-01,1,0,A9,16.678799,0.0
2020-01-01,1,0,A10,-14.05613,0.0
2020-01-01,1,0,A11,29.798016,0.0
2020-01-01,1,0,AB1,100.592813,0.0
2020-01-01,1,0,A12-1,-15.734918,0.0
2020-01-01,1,0,A13-2,-8.652411,0.0
2020-01-01,1,0,A14,-23.295377,0.0
2020-01-01,1,0,A15,-16.523275,0.0
2020-01-01,1,0,A16,-37.346115,0.0
2020-01-01,1,0,A17,-30.473933,0.0
2020-01-01,1,0,A18,20.117901,0.0
2020-01-01,1,0,A19,-80.759394,0.0
2020-01-01,1,0,A20,7.911188,0.0
2020-01-01,1,0,A21,-54.908396,0.0
2020-01-01,1,0,A22,-65.5845,0.0
2020-01-01,1,0,AB2,109.642147,0.0
2020-01-01,1,0,A23,-142.232827,0.0
2020-01-01,1,0,A24,77.091476,0.0
2020-01-01,1,0,A25-1,-100.284883,0.0
2020-01-01,1,0,A25-2,-100.284883,0.0
2020-01-01,1,0,A26,85.029433,0.0
2020-01-01,1,0,A27,-206.450415,0.0
2020-01-01,1,0,A28,171.621727,0.0
2020-01-01,1,0,A29,-62.779955,0.0
2020-01-01,1,0,A30,-143.67046,0.0
2020-01-01,1,0,A31-1,0.850607,0.0
2020-01-01,1,0,A31-2,0.850607,0.0
2020-01-01,1,0,A32-1,57.133824,0.0
2020-01-01,1,0,A32-2,57.133824,0.0
2020-01-01,1,0,A33-1,36.853929,0.0
2020-01-01,1,0,A33-2,36.853929,0.0
2020-01-01,1,0,A34,-209.24404,0.0
2020-01-01,1,0,AB3,155.214962,0.0
2020-01-01,1,0,B1,8.982537,0.0
2020-01-01,1,0,B2,-38.489967,0.0
2020-01-01,1,0,B3,27.965985,0.0
2020-01-01,1,0,B4,10.597233,0.0
2020-01-01,1,0,B5,21.688368,0.0
2020-01-01,1,0,B6,65.408041,0.0
2020-01-01,1,0,B7,-71.402603,0.0
2020-01-01,1,0,B8,-17.398368,0.0
2020-01-01,1,0,B9,1.105341,0.0
2020-01-01,1,0,B10,-29.763007,0.0
2020-01-01,1,0,B11,-47.289866,0.0
2020-01-01,1,0,B12-1,-64.513035,0.0
2020-01-01,1,0,B13-2,-47.469368,0.0
2020-01-01,1,0,B14,-37.520138,0.0
2020-01-01,1,0,B15,-45.189038,0.0
2020-01-01,1,0,B16,-71.058496,0.0
2020-01-01,1,0,B17,-78.84073,0.0
2020-01-01,1,0,B18,-20.425471,0.0
2020-01-01,1,0,B19,-88.153162,0.0
2020-01-01,1,0,B20,-6.602278,0.0
2020-01-01,1,0,B21,-117.42749,0.0
2020-01-01,1,0,B22,-127.282266,0.0
2020-01-01,1,0,B23,-161.547035,0.0
2020-01-01,1,0,B24,64.960463,0.0
2020-01-01,1,0,B25-1,-59.34851,0.0
2020-01-01,1,0,B25-2,-59.34851,0.0
2020-01-01,1,0,B26,71.402603,0.0
2020-01-01,1,0,B27,-136.439738,0.0
2020-01-01,1,0,B28,71.021273,0.0
2020-01-01,1,0,B29,43.435962,0.0
2020-01-01,1,0,B30,-24.660738,0.0
2020-01-01,1,0,B31-1,-41.272121,0.0
2020-01-01,1,0,B31-2,-41.272121,0.0
2020-01-01,1,0,B32-1,1.272773,0.0
2020-01-01,1,0,B32-2,1.272773,0.0
2020-01-01,1,0,B33-1,-22.939639,0.0
2020-01-01,1,0,B33-2,-22.939639,0.0
2020-01-01,1,0,B34,-31.241262,0.0
2020-01-01,1,0,C1,38.789333,0.0
2020-01-01,1,0,C2,-103.678999,0.0
2020-01-01,1,0,C3,18.788376,0.0
2020-01-01,1,0,C4,-16.7728,0.0
2020-01-01,1,0,C5,14.156346,0.0
2020-01-01,1,0,C6,128.232427,0.0
2020-01-01,1,0,C7,16.620947,0.0
2020-01-01,1,0,C8,-48.360721,0.0
2020-01-01,1,0,C9,-11.518953,0.0
2020-01-01,1,0,C10,-43.89713,0.0
2020-01-01,1,0,C11,-53.357974,0.0
2020-01-01,1,0,C12-1,-84.993884,0.0
2020-01-01,1,0,C13-2,-41.357799,0.0
2020-01-01,1,0,C14,-0.386115,0.0
2020-01-01,1,0,C15,-10.570227,0.0
2020-01-01,1,0,C16,-84.838853,0.0
2020-01-01,1,0,C17,-95.17347,0.0
2020-01-01,1,0,C18,-14.653874,0.0
2020-01-01,1,0,C19,-70.571093,0.0
2020-01-01,1,0,C20,3.702988,0.0
2020-01-01,1,0,C21,-109.446685,0.0
2020-01-01,1,0,C22,-124.069791,0.0
2020-01-01,1,0,C23,-153.382669,0.0
2020-01-01,1,0,C24,54.782217,0.0
2020-01-01,1,0,C25-1,-86.738546,0.0
2020-01-01,1,0,C25-2,-86.738546,0.0
2020-01-01,1,0,C26,-16.620947,0.0
2020-01-01,1,0,C27,-244.328731,0.0
2020-01-01,1,0,C28,65.041899,0.0
2020-01-01,1,0,C29,124.615234,0.0
2020-01-01,1,0,C30,-19.671465,0.0
2020-01-01,1,0,C31-1,-22.059721,0.0
2020-01-01,1,0,C31-2,-22.059721,0.0
2020-01-01,1,0,C32-1,-6.110224,0.0
2020-01-01,1,0,C32-2,-6.110224,0.0
2020-01-01,1,0,C33-1,-33.429507,0.0
2020-01-01,1,0,C33-2,-33.429507,0.0
2020-01-01,1,0,C34,-47.596535,0.0
2020-01-01,1,0,CA-1,-300.375489,0.0
2020-01-01,1,0,CB-1,26.589033,0.0
2020-01-01,1,0,C35,-300.375489,0.0
2020-01-01,1,0,DC1,-100.0,0.0
2020-01-01,2,0,A1,5.749568,0.0
2020-01-01,2,0,A2,0.691747,0.0
2020-01-01,2,0,A3,39.053736,0.0
2020-01-01,2,0,A4,25.786212,0.0
2020-01-01,2,0,A5,28.9728,0.0
2020-01-01,2,0,A6,28.843305,0.0
2020-01-01,2,0,A7,-85.659808,0.0
2020-01-01,2,0,A8,2.143932,0.0
2020-01-01,2,0,A9,16.369926,0.0
2020-01-01,2,0,A10,-14.477877,0.0
2020-01-01,2,0,A11,30.437322,0.0
2020-01-01,2,0,AB1,99.626394,0.0
2020-01-01,2,0,A12-1,-15.678997,0.0
2020-01-01,2,0,A13-2,-8.516517,0.0
2020-01-01,2,0,A14,-23.635247,0.0
2020-01-01,2,0,A15,-16.96731,0.0
2020-01-01,2,0,A16,-37.845775,0.0
2020-01-01,2,0,A17,-31.079297,0.0
2020-01-01,2,0,A18,19.365369,0.0
2020-01-01,2,0,A19,-80.846391,0.0
2020-01-01,2,0,A20,7.346412,0.0
2020-01-01,2,0,A21,-55.393019,0.0
2020-01-01,2,0,A22,-65.813226,0.0
2020-01-01,2,0,AB2,107.860085,0.0
2020-01-01,2,0,A23,-142.827504,0.0
2020-01-01,2,0,A24,77.807396,0.0
2020-01-01,2,0,A25-1,-101.37281,0.0
2020-01-01,2,0,A25-2,-101.37281,0.0
2020-01-01,2,0,A26,85.659808,0.0
2020-01-01,2,0,A27,-206.610996,0.0
2020-01-01,2,0,A28,171.641861,0.0
2020-01-01,2,0,A29,-64.630894,0.0
2020-01-01,2,0,A30,-141.980101,0.0
2020-01-01,2,0,A31-1,-0.510577,0.0
2020-01-01,2,0,A31-2,-0.510577,0.0
2020-01-01,2,0,A32-1,56.907061,0.0
2020-01-01,2,0,A32-2,56.907061,0.0
2020-01-01,2,0,A33-1,36.459683,0.0
2020-01-01,2,0,A33-2,36.459683,0.0
2020-01-01,2,0,A34,-205.732399,0.0
2020-01-01,2,0,AB3,153.713122,0.0
2020-01-01,2,0,B1,8.924094,0.0
2020-01-01,2,0,B2,-38.133372,0.0
2020-01-01,2,0,B3,27.952609,0.0
2020-01-01,2,0,B4,10.660282,0.0
2020-01-01,2,0,B5,21.673553,0.0
2020-01-01,2,0,B6,64.962397,0.0
2020-01-01,2,0,B7,-71.368825,0.0
2020-01-01,2,0,B8,-17.253937,0.0
2020-01-01,2,0,B9,1.170048,0.0
2020-01-01,2,0,B10,-29.628254,0.0
2020-01-01,2,0,B11,-47.152396,0.0
2020-01-01,2,0,B12-1,-64.296777,0.0
2020-01-01,2,0,B13-2,-47.360096,0.0
2020-01-01,2,0,B14,-37.465463,0.0
2020-01-01,2,0,B15,-45.136208,0.0
2020-01-01,2,0,B16,-70.795967,0.0
2020-01-01,2,0,B17,-78.580073,0.0
2020-01-01,2,0,B18,-20.412049,0.0
2020-01-01,2,0,B19,-87.849382,0.0
2020-01-01,2,0,B20,-6.585531,0.0
2020-01-01,2,0,B21,-117.130751,0.0
2020-01-01,2,0,B22,-126.960659,0.0
2020-01-01,2,0,B23,-161.0299,0.0
2020-01-01,2,0,B24,64.391767,0.0
2020-01-01,2,0,B25-1,-59.514991,0.0
2020-01-01,2,0,B25-2,-59.514991,0.0
2020-01-01,2,0,B26,71.368825,0.0
2020-01-01,2,0,B27,-135.967156,0.0
2020-01-01,2,0,B28,70.607107,0.0
2020-01-01,2,0,B29,42.860489,0.0
2020-01-01,2,0,B30,-25.114524,0.0
2020-01-01,2,0,B31-1,-41.376747,0.0
2020-01-01,2,0,B31-2,-41.376747,0.0
2020-01-01,2,0,B32-1,1.165219,0.0
2020-01-01,2,0,B32-2,1.165219,0.0
2020-01-01,2,0,B33-1,-22.976808,0.0
2020-01-01,2,0,B33-2,-22.976808,0.0
2020-01-01,2,0,B34,-31.783476,0.0
2020-01-01,2,0,C1,38.267019,0.0
2020-01-01,2,0,C2,-102.268548,0.0
2020-01-01,2,0,C3,19.547928,0.0
2020-01-01,2,0,C4,-16.240029,0.0
2020-01-01,2,0,C5,14.581127,0.0
2020-01-01,2,0,C6,127.690963,0.0
2020-01-01,2,0,C7,26.676153,0.0
2020-01-01,2,0,C8,-46.698978,0.0
2020-01-01,2,0,C9,-9.676199,0.0
2020-01-01,2,0,C10,-41.397482,0.0
2020-01-01,2,0,C11,-51.450928,0.0
2020-01-01,2,0,C12-1,-82.716406,0.0
2020-01-01,2,0,C13-2,-39.119391,0.0
2020-01-01,2,0,C14,4.501928,0.0
2020-01-01,2,0,C15,-6.190649,0.0
2020-01-01,2,0,C16,-79.802963,0.0
2020-01-01,2,0,C17,-90.653558,0.0
2020-01-01,2,0,C18,-13.716929,0.0
2020-01-01,2,0,C19,-61.584105,0.0
2020-01-01,2,0,C20,5.55644,0.0
2020-01-01,2,0,C21,-102.400646,0.0
2020-01-01,2,0,C22,-117.236457,0.0
2020-01-01,2,0,C23,-141.435946,0.0
2020-01-01,2,0,C24,58.347615,0.0
2020-01-01,2,0,C25-1,-81.075508,0.0
2020-01-01,2,0,C25-2,-81.075508,0.0
2020-01-01,2,0,C26,-26.676153,0.0
2020-01-01,2,0,C27,-217.107247,0.0
2020-01-01,2,0,C28,54.858173,0.0
2020-01-01,2,0,C29,103.726405,0.0
2020-01-01,2,0,C30,-26.897092,0.0
2020-01-01,2,0,C31-1,-29.691946,0.0
2020-01-01,2,0,C31-2,-29.691946,0.0
2020-01-01,2,0,C32-1,-9.821385,0.0
2020-01-01,2,0,C32-2,-9.821385,0.0
2020-01-01,2,0,C33-1,-36.16426,0.0
2020-01-01,2,0,C33-2,-36.16426,0.0
2020-01-01,2,0,C34,-51.534908,0.0
2020-01-01,2,0,CA-1,-291.965624,0.0
2020-01-01,2,0,CB-1,26.045026,0.0
2020-01-01,2,0,C35,-291.965624,0.0
2020-01-01,2,0,DC1,-100.0,0.0
2020-01-01,3,0,A1,20.577591,0.0
2020-01-01,3,0,A2,9.607308,0.0
2020-01-01,3,0,A3,49.323551,0.0
2020-01-01,3,0,A4,33.623117,0.0
2020-01-01,3,0,A5,35.235507,0.0
2020-01-01,3,0,A6,29.50668,0.0
2020-01-01,3,0,A7,-78.759311,0.0
2020-01-01,3,0,A8,9.425142,0.0
2020-01-01,3,0,A9,26.106575,0.0
2020-01-01,3,0,A10,-9.236446,0.0
2020-01-01,3,0,A11,28.339018,0.0
2020-01-01,3,0,AB1,100.786025,0.0
2020-01-01,3,0,A12-1,-16.672124,0.0
2020-01-01,3,0,A13-2,-10.9058,0.0
2020-01-01,3,0,A14,-20.485362,0.0
2020-01-01,3,0,A15,-14.479879,0.0
2020-01-01,3,0,A16,-31.947419,0.0
2020-01-01,3,0,A17,-25.853185,0.0
2020-01-01,3,0,A18,22.026979,0.0
2020-01-01,3,0,A19,-74.459761,0.0
2020-01-01,3,0,A20,11.202096,0.0
2020-01-01,3,0,A21,-51.535161,0.0
2020-01-01,3,0,A22,-63.639209,0.0
2020-01-01,3,0,AB2,110.213375,0.0
2020-01-01,3,0,A23,-137.897695,0.0
2020-01-01,3,0,A24,75.654735,0.0
2020-01-01,3,0,A25-1,-98.036469,0.0
2020-01-01,3,0,A25-2,-98.036469,0.0
2020-01-01,3,0,A26,78.759311,0.0
2020-01-01,3,0,A27,-201.075673,0.0
2020-01-01,3,0,A28,168.132747,0.0
2020-01-01,3,0,A29,-61.346979,0.0
2020-01-01,3,0,A30,-139.728693,0.0
2020-01-01,3,0,A31-1,-0.118933,0.0
2020-01-01,3,0,A31-2,-0.118933,0.0
2020-01-01,3,0,A32-1,54.472904,0.0
2020-01-01,3,0,A32-2,54.472904,0.0
2020-01-01,3,0,A33-1,33.544926,0.0
2020-01-01,3,0,A33-2,33.544926,0.0
2020-01-01,3,0,A34,-203.081807,0.0
2020-01-01,3,0,AB3,153.915483,0.0
2020-01-01,3,0,B1,8.953502,0.0
2020-01-01,3,0,B2,-38.300232,0.0
2020-01-01,3,0,B3,28.161609,0.0
2020-01-01,3,0,B4,10.779563,0.0
2020-01-01,3,0,B5,21.797034,0.0
2020-01-01,3,0,B6,65.635513,0.0
2020-01-01,3,0,B7,-70.653255,0.0
2020-01-01,3,0,B8,-16.97189,0.0
2020-01-01,3,0,B9,1.535215,0.0
2020-01-01,3,0,B10,-29.205637,0.0
2020-01-01,3,0,B11,-46.877455,0.0
2020-01-01,3,0,B12-1,-63.986418,0.0
2020-01-01,3,0,B13-2,-47.019395,0.0
2020-01-01,3,0,B14,-36.905148,0.0
2020-01-01,3,0,B15,-44.046083,0.0
2020-01-01,3,0,B16,-70.286091,0.0
2020-01-01,3,0,B17,-77.532556,0.0
2020-01-01,3,0,B18,-19.226478,0.0
2020-01-01,3,0,B19,-87.964762,0.0
2020-01-01,3,0,B20,-6.354943,0.0
2020-01-01,3,0,B21,-115.223697,0.0
2020-01-01,3,0,B22,-124.961625,0.0
2020-01-01,3,0,B23,-160.718572,0.0
2020-01-01,3,0,B24,66.973097,0.0
2020-01-01,3,0,B25-1,-59.171602,0.0
2020-01-01,3,0,B25-2,-59.171602,0.0
2020-01-01,3,0,B26,70.653255,0.0
2020-01-01,3,0,B27,-136.59274,0.0
2020-01-01,3,0,B28,74.345302,0.0
2020-01-01,3,0,B29,42.108153,0.0
2020-01-01,3,0,B30,-24.78541,0.0
2020-01-01,3,0,B31-1,-41.386694,0.0
2020-01-01,3,0,B31-2,-41.386694,0.0
2020-01-01,3,0,B32-1,3.233374,0.0
2020-01-01,3,0,B32-2,3.233374,0.0
2020-01-01,3,0,B33-1,-20.767883,0.0
2020-01-01,3,0,B33-2,-20.767883,0.0
2020-01-01,3,0,B34,-31.11659,0.0
2020-01-01,3,0,C1,35.960914,0.0
2020-01-01,3,0,C2,-96.861517,0.0
2020-01-01,3,0,C3,17.432217,0.0
2020-01-01,3,0,C4,-16.268319,0.0
2020-01-01,3,0,C5,13.188182,0.0
2020-01-01,3,0,C6,118.367446,0.0
2020-01-01,3,0,C7,17.148727,0.0
2020-01-01,3,0,C8,-46.052213,0.0
2020-01-01,3,0,C9,-11.144222,0.0
2020-01-01,3,0,C10,-41.549786,0.0
2020-01-01,3,0,C11,-50.310632,0.0
2020-01-01,3,0,C12-1,-80.334761,0.0
2020-01-01,3,0,C13-2,-38.800817,0.0
2020-01-01,3,0,C14,0.885902,0.0
2020-01-01,3,0,C15,-9.973315,0.0
2020-01-01,3,0,C16,-79.479856,0.0
2020-01-01,3,0,C17,-90.499555,0.0
2020-01-01,3,0,C18,-15.698065,0.0
2020-01-01,3,0,C19,-62.895889,0.0
2020-01-01,3,0,C20,3.875674,0.0
2020-01-01,3,0,C21,-104.348544,0.0
2020-01-01,3,0,C22,-118.480932,0.0
2020-01-01,3,0,C23,-140.97799,0.0
2020-01-01,3,0,C24,49.953605,0.0
2020-01-01,3,0,C25-1,-80.196321,0.0
2020-01-01,3,0,C25-2,-80.196321,0.0
2020-01-01,3,0,C26,-17.148727,0.0
2020-01-01,3,0,C27,-219.699247,0.0
2020-01-01,3,0,C28,50.426355,0.0
2020-01-01,3,0,C29,107.632644,0.0
2020-01-01,3,0,C30,-13.459391,0.0
2020-01-01,3,0,C31-1,-22.057984,0.0
2020-01-01,3,0,C31-2,-22.057984,0.0
2020-01-01,3,0,C32-1,-11.21172,0.0
2020-01-01,3,0,C32-2,-11.21172,0.0
2020-01-01,3,0,C33-1,-36.970764,0.0
2020-01-01,3,0,C33-2,-36.970764,0.0
2020-01-01,3,0,C34,-34.508609,0.0
2020-01-01,3,0,CA-1,-296.771004,0.0
2020-01-01,3,0,CB-1,17.721088,0.0
2020-01-01,3,0,C35,-296.771004,0.0
2020-01-01,3,0,DC1,-100.0,0.0
2020-01-01,4,0,A1,12.922886,0.0
2020-01-01,4,0,A2,1.687244,0.0
2020-01-01,4,0,A3,42.528624,0.0
2020-01-01,4,0,A4,27.847486,0.0
2020-01-01,4,0,A5,31.193274,0.0
2020-01-01,4,0,A6,29.995517,0.0
2020-01-01,4,0,A7,-91.18232,0.0
2020-01-01,4,0,A8,1.999267,0.0
2020-01-01,4,0,A9,17.728305,0.0
2020-01-01,4,0,A10,-16.311561,0.0
2020-01-01,4,0,A11,33.606119,0.0
2020-01-01,4,0,AB1,92.731349,0.0
2020-01-01,4,0,A12-1,-16.848625,0.0
2020-01-01,4,0,A13-2,-9.275601,0.0
2020-01-01,4,0,A14,-26.11854,0.0
2020-01-01,4,0,A15,-19.862847,0.0
2020-01-01,4,0,A16,-41.160275,0.0
2020-01-01,4,0,A17,-34.812133,0.0
2020-01-01,4,0,A18,15.765483,0.0
2020-01-01,4,0,A19,-83.044297,0.0
2020-01-01,4,0,A20,4.489597,0.0
2020-01-01,4,0,A21,-59.164578,0.0
2020-01-01,4,0,A22,-68.442123,0.0
2020-01-01,4,0,AB2,96.132634,0.0
2020-01-01,4,0,A23,-150.808548,0.0
2020-01-01,4,0,A24,84.694762,0.0
2020-01-01,4,0,A25-1,-112.302633,0.0
2020-01-01,4,0,A25-2,-112.302633,0.0
2020-01-01,4,0,A26,91.18232,0.0
2020-01-01,4,0,A27,-217.554585,0.0
2020-01-01,4,0,A28,178.510774,0.0
2020-01-01,4,0,A29,-73.485182,0.0
2020-01-01,4,0,A30,-144.069403,0.0
2020-01-01,4,0,A31-1,-9.901085,0.0
2020-01-01,4,0,A31-2,-9.901085,0.0
2020-01-01,4,0,A32-1,57.643713,0.0
2020-01-01,4,0,A32-2,57.643713,0.0
2020-01-01,4,0,A33-1,35.288496,0.0
2020-01-01,4,0,A33-2,35.288496,0.0
2020-01-01,4,0,A34,-203.545097,0.0
2020-01-01,4,0,AB3,144.970292,0.0
2020-01-01,4,0,B1,7.984462,0.0
2020-01-01,4,0,B2,-36.300134,0.0
2020-01-01,4,0,B3,26.702679,0.0
2020-01-01,4,0,B4,10.176611,0.0
2020-01-01,4,0,B5,20.89756,0.0
2020-01-01,4,0,B6,60.449056,0.0
2020-01-01,4,0,B7,-72.511164,0.0
2020-01-01,4,0,B8,-17.981755,0.0
2020-01-01,4,0,B9,-0.314132,0.0
2020-01-01,4,0,B10,-30.85295,0.0
2020-01-01,4,0,B11,-47.564808,0.0
2020-01-01,4,0,B12-1,-64.522716,0.0
2020-01-01,4,0,B13-2,-48.110749,0.0
2020-01-01,4,0,B14,-39.161964,0.0
2020-01-01,4,0,B15,-49.484181,0.0
2020-01-01,4,0,B16,-71.502084,0.0
2020-01-01,4,0,B17,-81.976847,0.0
2020-01-01,4,0,B18,-26.004424,0.0
2020-01-01,4,0,B19,-84.659624,0.0
2020-01-01,4,0,B20,-7.398628,0.0
2020-01-01,4,0,B21,-124.0624,0.0
2020-01-01,4,0,B22,-134.240444,0.0
2020-01-01,4,0,B23,-158.480205,0.0
2020-01-01,4,0,B24,50.117096,0.0
2020-01-01,4,0,B25-1,-59.335489,0.0
2020-01-01,4,0,B25-2,-59.335489,0.0
2020-01-01,4,0,B26,72.511164,0.0
2020-01-01,4,0,B27,-126.484666,0.0
2020-01-01,4,0,B28,49.069711,0.0
2020-01-01,4,0,B29,43.571708,0.0
2020-01-01,4,0,B30,-25.086083,0.0
2020-01-01,4,0,B31-1,-41.570469,0.0
2020-01-01,4,0,B31-2,-41.570469,0.0
2020-01-01,4,0,B32-1,-9.902065,0.0
2020-01-01,4,0,B32-2,-9.902065,0.0
2020-01-01,4,0,B33-1,-34.255247,0.0
2020-01-01,4,0,B33-2,-34.255247,0.0
2020-01-01,4,0,B34,-31.811917,0.0
2020-01-01,4,0,C1,40.319193,0.0
2020-01-01,4,0,C2,-105.706667,0.0
2020-01-01,4,0,C3,22.29279,0.0
2020-01-01,4,0,C4,-14.628853,0.0
2020-01-01,4,0,C5,16.242636,0.0
2020-01-01,4,0,C6,137.969876,0.0
2020-01-01,4,0,C7,41.923984,0.0
2020-01-01,4,0,C8,-44.156692,0.0
2020-01-01,4,0,C9,-6.037975,0.0
2020-01-01,4,0,C10,-38.024744,0.0
2020-01-01,4,0,C11,-49.878106,0.0
2020-01-01,4,0,C12-1,-81.023062,0.0
2020-01-01,4,0,C13-2,-37.088293,0.0
2020-01-01,4,0,C14,9.667073,0.0
